License Year, Hunting District,Residency,Hunters,Days,Days per Hunter,Total Harvest,Bulls,Cows,Calves,Bow,Rifle,Spike Bull Elk,Less than 6 Points,6 or More Points
2016,Reg_2,R,21531,208593,10,3785,1627,2021,137,455,3330,5,1003,619
2016,Reg_2,SUM,23860,227115,10,4188,1920,2124,145,531,3657,5,1196,719
2016,Reg_3,N,8622,68459,8,2290,1416,821,53,354,1936,19,803,595
2016,Reg_3,R,38228,340052,9,7612,2993,4283,337,742,6871,168,1675,1147
2016,Reg_3,SUM,46850,408511,9,9903,4409,5104,390,1096,8807,188,2477,1741
2016,Reg_4,N,3660,27025,7,1093,668,373,53,200,894,53,225,390
2016,Reg_4,R,17828,127591,7,3975,1470,2358,147,562,3412,82,449,939
2016,Reg_4,SUM,21488,154616,7,5068,2137,2731,200,762,4306,134,674,1329
2016,Reg_5,N,1565,10506,7,568,388,158,22,114,453,53,126,208
2016,Reg_5,R,7911,56864,7,1732,638,1034,60,194,1538,123,200,315
2016,Reg_5,SUM,9476,67370,7,2299,1026,1193,81,308,1991,176,326,523
2016,Reg_6,N,321,2530,8,115,55,56,4,61,55,0,9,46
2016,Reg_6,R,2991,22405,8,798,324,438,36,178,620,10,87,227
2016,Reg_6,SUM,3311,24934,8,914,378,495,41,239,675,10,95,273
2016,Reg_7,N,821,5972,7,251,112,124,15,76,175,11,23,78
2016,Reg_7,R,3478,25731,7,844,381,433,31,174,670,22,91,268
2016,Reg_7,SUM,4299,31703,7,1096,493,558,45,250,845,34,114,346
2016,State,N,18168,145976,8,4888,3085,1651,153,919,3970,136,1484,1465
2016,State,R,95410,920740,10,19643,8004,10876,764,2477,17167,415,3897,3689
2016,State,SUM,113577,1066716,9,24532,11089,12526,917,3395,21136,551,5381,5154
2017,100,N,0,0,0,3,3,0,0,0,3,0,3,0
2017,100,R,0,0,0,40,27,13,0,6,34,0,24,3
2017,100,SUM,0,0,0,42,30,13,0,6,37,0,27,3
2017,101,N,0,0,0,0,0,0,0,0,0,0,0,0
2017,101,R,0,0,0,78,53,22,3,20,58,3,32,19
2017,101,SUM,0,0,0,78,53,22,3,20,58,3,32,19
2017,102,N,0,0,0,0,0,0,0,0,0,0,0,0
2017,102,R,0,0,0,29,23,6,0,9,20,3,17,3
2017,102,SUM,0,0,0,29,23,6,0,9,20,3,17,3
2017,103,N,0,0,0,0,0,0,0,0,0,0,0,0
2017,103,R,0,0,0,47,30,14,3,12,35,0,20,10
2017,103,SUM,0,0,0,47,30,14,3,12,35,0,20,10
2017,104,N,0,0,0,9,9,0,0,3,6,0,6,3
2017,104,R,0,0,0,43,34,8,2,3,40,0,19,14
2017,104,SUM,0,0,0,52,42,8,2,6,46,0,25,17
2017,109,N,0,0,0,0,0,0,0,0,0,0,0,0
2017,109,R,0,0,0,25,12,14,0,2,23,0,9,3
2017,109,SUM,0,0,0,25,12,14,0,2,23,0,9,3
2017,110,N,0,0,0,0,0,0,0,0,0,0,0,0
2017,110,R,0,0,0,29,26,3,0,12,17,0,14,12
2017,110,SUM,0,0,0,29,26,3,0,12,17,0,14,12
2017,120,N,0,0,0,3,3,0,0,0,3,0,0,3
2017,120,R,0,0,0,24,24,0,0,0,24,0,24,0
2017,120,SUM,0,0,0,27,27,0,0,0,27,0,24,3
2017,121,N,0,0,0,30,23,7,0,14,15,0,14,9
2017,121,R,0,0,0,218,87,129,2,29,189,3,65,20
2017,121,SUM,0,0,0,248,110,136,2,43,205,3,79,29
2017,122,N,0,0,0,9,6,3,0,6,3,0,6,0
2017,122,R,0,0,0,32,19,13,0,9,23,0,14,6
2017,122,SUM,0,0,0,40,25,15,0,14,26,0,19,6
2017,123,N,0,0,0,11,11,0,0,6,6,0,6,6
2017,123,R,0,0,0,55,25,30,0,5,50,3,17,6
2017,123,SUM,0,0,0,66,36,30,0,11,55,3,22,11
2017,124,N,0,0,0,1,0,1,0,0,1,0,0,0
2017,124,R,0,0,0,27,12,16,0,0,27,0,12,0
2017,124,SUM,0,0,0,28,12,17,0,0,28,0,12,0
2017,130,N,0,0,0,3,3,0,0,0,3,0,3,0
2017,130,R,0,0,0,57,52,5,0,3,54,0,35,17
2017,130,SUM,0,0,0,60,55,5,0,3,57,0,37,17
2017,132,N,0,0,0,3,3,0,0,0,3,0,0,3
2017,132,R,0,0,0,17,9,9,0,6,12,0,3,6
2017,132,SUM,0,0,0,20,11,9,0,6,14,0,3,9
2017,140,N,0,0,0,0,0,0,0,0,0,0,0,0
2017,140,R,0,0,0,21,20,1,0,12,10,0,6,14
2017,140,SUM,0,0,0,21,20,1,0,12,10,0,6,14
2017,141,N,0,0,0,0,0,0,0,0,0,0,0,0
2017,141,R,0,0,0,12,12,0,0,0,12,0,6,6
2017,141,SUM,0,0,0,12,12,0,0,0,12,0,6,6
2017,150,N,0,0,0,34,31,3,0,3,31,0,14,17
2017,150,R,0,0,0,21,21,0,0,6,15,0,3,18
2017,150,SUM,0,0,0,55,52,3,0,9,47,0,17,35
2017,151,N,0,0,0,14,14,0,0,0,14,0,9,6
2017,151,R,0,0,0,0,0,0,0,0,0,0,0,0
2017,151,SUM,0,0,0,14,14,0,0,0,14,0,9,6
2017,170,N,0,0,0,0,0,0,0,0,0,0,0,0
2017,170,R,0,0,0,39,14,25,0,3,37,0,9,6
2017,170,SUM,0,0,0,39,14,25,0,3,37,0,9,6
2017,200,N,0,0,0,6,3,3,0,0,6,0,0,3
2017,200,R,0,0,0,26,26,0,0,0,26,0,23,3
2017,200,SUM,0,0,0,32,29,3,0,0,32,0,23,6
2017,201,N,0,0,0,6,0,4,2,0,6,0,0,0
2017,201,R,0,0,0,99,66,32,2,14,85,0,49,14
2017,201,SUM,0,0,0,105,66,36,3,14,91,0,49,14
2017,202,N,0,0,0,3,3,0,0,0,3,0,3,0
2017,202,R,0,0,0,63,44,17,2,6,57,0,35,9
2017,202,SUM,0,0,0,65,47,17,2,6,60,0,38,9
2017,203,N,0,0,0,11,11,0,0,0,11,0,3,9
2017,203,R,0,0,0,56,46,10,0,12,45,0,46,0
2017,203,SUM,0,0,0,67,57,10,0,12,56,0,49,9
2017,204,N,0,0,0,12,9,3,0,3,9,0,9,0
2017,204,R,0,0,0,124,63,58,3,14,110,0,46,17
2017,204,SUM,0,0,0,136,71,61,3,17,119,0,54,17
2017,210,N,0,0,0,42,33,10,0,6,37,0,24,9
2017,210,R,0,0,0,385,133,247,5,24,361,0,85,48
2017,210,SUM,0,0,0,427,166,256,5,29,397,0,110,57
2017,211,N,0,0,0,9,6,4,0,0,9,0,3,3
2017,211,R,0,0,0,97,64,30,3,29,69,0,27,37
2017,211,SUM,0,0,0,106,70,34,3,29,78,0,30,40
2017,212,N,0,0,0,69,56,14,0,9,61,8,35,13
2017,212,R,0,0,0,208,114,87,7,14,194,3,71,37
2017,212,SUM,0,0,0,277,170,101,7,23,255,11,106,50
2017,213,N,0,0,0,11,4,7,0,3,9,0,1,3
2017,213,R,0,0,0,133,52,62,18,12,121,3,39,11
2017,213,SUM,0,0,0,144,57,70,18,14,130,3,40,14
2017,214,N,0,0,0,13,11,1,0,0,13,0,9,3
2017,214,R,0,0,0,107,71,34,2,9,98,0,53,17
2017,214,SUM,0,0,0,119,82,36,2,9,111,0,62,20
2017,215,N,0,0,0,88,58,28,2,2,86,3,47,9
2017,215,R,0,0,0,850,361,470,19,80,770,0,258,100
2017,215,SUM,0,0,0,938,420,498,21,82,856,3,305,109
2017,216,N,0,0,0,4,4,0,0,0,4,0,4,0
2017,216,R,0,0,0,67,36,31,0,12,56,0,17,19
2017,216,SUM,0,0,0,72,40,31,0,12,60,0,22,19
2017,217,N,0,0,0,42,8,32,2,0,42,0,5,3
2017,217,R,0,0,0,192,63,126,3,13,179,0,29,34
2017,217,SUM,0,0,0,234,71,159,5,13,221,0,34,37
2017,240,N,0,0,0,13,6,7,0,3,10,0,6,0
2017,240,R,0,0,0,221,93,125,3,35,186,0,67,26
2017,240,SUM,0,0,0,234,99,132,3,38,196,0,74,26
2017,250,N,0,0,0,0,0,0,0,0,0,0,0,0
2017,250,R,0,0,0,27,27,0,0,13,14,0,8,20
2017,250,SUM,0,0,0,27,27,0,0,13,14,0,8,20
2017,260,N,0,0,0,0,0,0,0,0,0,0,0,0
2017,260,R,0,0,0,42,26,17,0,18,24,0,17,8
2017,260,SUM,0,0,0,42,26,17,0,18,24,0,17,8
2017,261,N,0,0,0,5,3,3,0,0,5,0,0,3
2017,261,R,0,0,0,112,74,34,4,10,102,0,55,20
2017,261,SUM,0,0,0,118,77,37,4,10,107,0,55,23
2017,262,N,0,0,0,3,0,3,0,0,3,0,0,0
2017,262,R,0,0,0,73,4,68,0,5,68,0,0,4
2017,262,SUM,0,0,0,76,4,71,0,5,70,0,0,4
2017,270,N,0,0,0,94,92,3,0,15,79,0,67,25
2017,270,R,0,0,0,425,297,123,5,35,390,13,203,81
2017,270,SUM,0,0,0,519,389,126,5,51,468,13,270,106
2017,280,N,0,0,0,9,6,3,0,0,9,0,3,3
2017,280,R,0,0,0,14,6,9,0,3,12,0,6,0
2017,280,SUM,0,0,0,23,11,11,0,3,20,0,9,3
2017,281,N,0,0,0,13,13,0,0,0,13,0,13,0
2017,281,R,0,0,0,142,87,52,3,14,128,3,50,34
2017,281,SUM,0,0,0,155,100,52,3,14,141,3,63,34
2017,282,N,0,0,0,3,3,0,0,0,3,0,3,0
2017,282,R,0,0,0,20,12,7,0,3,17,0,8,4
2017,282,SUM,0,0,0,22,15,7,0,3,19,0,11,4
2017,283,N,0,0,0,11,11,0,0,3,9,0,3,9
2017,283,R,0,0,0,108,60,45,3,12,95,0,40,20
2017,283,SUM,0,0,0,119,72,45,3,15,104,0,43,29
2017,284,N,0,0,0,12,6,6,0,6,6,0,3,3
2017,284,R,0,0,0,24,17,7,0,3,21,0,9,9
2017,284,SUM,0,0,0,35,23,12,0,9,27,0,11,12
2017,285,N,0,0,0,3,3,0,0,0,3,0,3,0
2017,285,R,0,0,0,107,80,27,0,14,93,0,55,26
2017,285,SUM,0,0,0,110,83,27,0,14,95,0,57,26
2017,290,N,0,0,0,7,3,4,0,3,4,0,3,0
2017,290,R,0,0,0,85,20,56,8,12,73,0,6,14
2017,290,SUM,0,0,0,92,23,61,8,14,77,0,9,14
2017,291,N,0,0,0,20,6,15,0,6,15,0,6,0
2017,291,R,0,0,0,242,122,115,5,10,231,0,70,52
2017,291,SUM,0,0,0,262,128,130,5,16,246,0,76,52
2017,292,N,0,0,0,6,6,0,0,0,6,0,3,3
2017,292,R,0,0,0,132,93,39,0,12,119,0,71,22
2017,292,SUM,0,0,0,138,99,39,0,12,125,0,74,25
2017,293,N,0,0,0,25,17,8,0,9,16,0,9,9
2017,293,R,0,0,0,154,110,36,8,25,129,6,68,36
2017,293,SUM,0,0,0,179,127,44,8,34,145,6,76,45
2017,298,N,0,0,0,6,6,0,0,3,3,0,3,3
2017,298,R,0,0,0,121,40,78,3,6,115,0,26,14
2017,298,SUM,0,0,0,127,46,78,3,9,118,0,29,17
2017,2XX,R,0,0,0,14,3,3,9,3,11,0,3,0
2017,2XX,SUM,0,0,0,14,3,3,9,3,11,0,3,0
2017,300,N,0,0,0,82,43,37,3,9,74,0,20,23
2017,300,R,0,0,0,206,97,97,12,14,192,3,74,20
2017,300,SUM,0,0,0,288,140,134,14,23,266,3,94,43
2017,301,N,0,0,0,23,20,3,0,9,14,0,9,11
2017,301,R,0,0,0,130,63,65,3,20,110,3,23,37
2017,301,SUM,0,0,0,153,83,67,3,29,124,3,31,49
2017,302,N,0,0,0,67,36,31,0,9,59,0,23,14
2017,302,R,0,0,0,146,72,60,14,11,135,0,49,23
2017,302,SUM,0,0,0,213,108,91,14,20,193,0,71,37
2017,309,N,0,0,0,44,37,7,0,11,33,0,11,26
2017,309,R,0,0,0,88,29,54,6,12,76,0,12,17
2017,309,SUM,0,0,0,132,66,61,6,23,110,0,23,43
2017,310,N,0,0,0,39,28,11,0,14,25,0,13,15
2017,310,R,0,0,0,97,83,14,0,28,69,0,36,47
2017,310,SUM,0,0,0,137,111,26,0,42,95,0,50,61
2017,311,N,0,0,0,72,48,24,0,10,62,0,14,34
2017,311,R,0,0,0,576,132,413,32,25,551,0,54,77
2017,311,SUM,0,0,0,648,179,437,32,35,613,0,68,111
2017,312,N,0,0,0,107,75,31,0,11,95,0,11,64
2017,312,R,0,0,0,480,180,270,30,19,461,6,60,114
2017,312,SUM,0,0,0,587,255,301,30,30,557,6,71,178
2017,313,N,0,0,0,150,150,0,0,23,127,3,88,60
2017,313,R,0,0,0,214,155,56,3,17,197,3,61,91
2017,313,SUM,0,0,0,364,305,56,3,40,324,6,149,151
2017,314,N,0,0,0,113,88,26,0,14,99,0,30,58
2017,314,R,0,0,0,317,145,163,9,43,274,0,49,96
2017,314,SUM,0,0,0,430,232,189,9,57,373,0,79,154
2017,315,N,0,0,0,112,62,47,3,26,87,0,26,37
2017,315,R,0,0,0,343,143,189,11,19,324,0,75,68
2017,315,SUM,0,0,0,455,205,236,14,44,411,0,101,105
2017,316,N,0,0,0,14,14,0,0,0,14,0,6,9
2017,316,R,0,0,0,9,9,0,0,0,9,0,6,3
2017,316,SUM,0,0,0,23,23,0,0,0,23,0,11,11
2017,317,N,0,0,0,105,102,3,0,23,82,0,43,60
2017,317,R,0,0,0,245,127,114,4,19,226,2,79,46
2017,317,SUM,0,0,0,350,229,117,4,42,308,2,122,105
2017,318,N,0,0,0,22,14,8,0,9,14,0,11,3
2017,318,R,0,0,0,198,109,83,6,29,169,0,89,20
2017,318,SUM,0,0,0,220,123,92,6,37,183,0,100,23
2017,319,N,0,0,0,40,34,6,0,13,27,0,23,11
2017,319,R,0,0,0,280,156,110,14,34,246,0,102,54
2017,319,SUM,0,0,0,320,190,116,14,47,273,0,124,66
2017,320,N,0,0,0,37,20,17,0,11,26,0,6,14
2017,320,R,0,0,0,180,97,74,9,11,169,3,54,37
2017,320,SUM,0,0,0,217,117,91,9,23,194,3,60,51
2017,321,N,0,0,0,46,21,21,3,10,36,0,10,11
2017,321,R,0,0,0,124,49,70,6,25,99,3,29,17
2017,321,SUM,0,0,0,170,70,91,9,35,135,3,39,29
2017,322,N,0,0,0,57,37,20,0,3,54,0,14,23
2017,322,R,0,0,0,152,72,63,17,9,143,3,46,23
2017,322,SUM,0,0,0,209,109,83,17,11,197,3,60,46
2017,323,N,0,0,0,70,48,19,3,12,59,0,29,20
2017,323,R,0,0,0,123,55,63,5,20,103,0,35,20
2017,323,SUM,0,0,0,193,103,82,8,32,161,0,63,40
2017,324,N,0,0,0,101,47,54,0,33,68,0,30,17
2017,324,R,0,0,0,227,111,110,6,37,191,3,65,43
2017,324,SUM,0,0,0,328,158,165,6,70,258,3,95,60
2017,325,N,0,0,0,144,74,65,6,14,130,0,48,26
2017,325,R,0,0,0,347,116,207,23,14,332,3,73,40
2017,325,SUM,0,0,0,491,190,272,29,29,463,3,122,66
2017,326,N,0,0,0,48,20,28,0,6,42,0,14,6
2017,326,R,0,0,0,103,43,57,3,3,100,0,23,20
2017,326,SUM,0,0,0,151,63,85,3,9,143,0,37,26
2017,327,N,0,0,0,76,42,34,0,26,50,0,17,25
2017,327,R,0,0,0,175,80,95,0,20,155,0,46,34
2017,327,SUM,0,0,0,251,122,129,0,46,205,0,63,59
2017,328,N,0,0,0,26,20,6,0,6,20,0,14,6
2017,328,R,0,0,0,163,92,69,3,14,149,0,43,46
2017,328,SUM,0,0,0,189,112,75,3,20,169,0,57,52
2017,329,N,0,0,0,189,70,119,0,18,171,0,45,26
2017,329,R,0,0,0,545,156,369,20,23,522,6,96,54
2017,329,SUM,0,0,0,734,226,488,20,41,694,6,141,80
2017,330,N,0,0,0,43,23,20,0,6,37,0,11,11
2017,330,R,0,0,0,95,49,43,3,9,86,3,32,14
2017,330,SUM,0,0,0,137,71,63,3,14,123,3,43,26
2017,331,N,0,0,0,82,62,19,0,26,56,0,40,23
2017,331,R,0,0,0,225,136,84,6,12,214,0,90,46
2017,331,SUM,0,0,0,307,198,103,6,37,270,0,129,69
2017,332,N,0,0,0,69,45,22,2,11,58,0,31,14
2017,332,R,0,0,0,208,115,91,3,32,177,0,72,43
2017,332,SUM,0,0,0,277,160,113,5,43,235,0,103,57
2017,333,N,0,0,0,19,8,11,0,0,19,0,5,3
2017,333,R,0,0,0,210,86,107,17,29,181,6,43,37
2017,333,SUM,0,0,0,229,94,118,17,29,200,6,48,40
2017,334,N,0,0,0,26,20,6,0,20,6,0,11,9
2017,334,R,0,0,0,76,42,32,3,18,58,0,30,11
2017,334,SUM,0,0,0,102,62,37,3,38,64,0,42,20
2017,335,N,0,0,0,17,14,3,0,3,14,0,9,6
2017,335,R,0,0,0,303,181,114,8,46,257,0,132,49
2017,335,SUM,0,0,0,320,195,117,8,49,271,0,140,54
2017,339,N,0,0,0,6,2,2,2,0,6,0,1,1
2017,339,R,0,0,0,96,37,46,12,12,83,17,9,11
2017,339,SUM,0,0,0,102,39,48,14,12,89,17,10,12
2017,340,N,0,0,0,45,28,17,0,11,34,0,23,6
2017,340,R,0,0,0,368,157,204,8,31,338,3,105,49
2017,340,SUM,0,0,0,414,185,221,8,42,371,3,128,54
2017,341,N,0,0,0,17,14,3,0,9,9,0,11,3
2017,341,R,0,0,0,128,72,54,3,12,117,3,46,23
2017,341,SUM,0,0,0,145,86,56,3,20,125,3,57,26
2017,343,N,0,0,0,9,6,3,0,3,6,0,6,0
2017,343,R,0,0,0,164,95,69,0,32,132,0,57,37
2017,343,SUM,0,0,0,172,100,72,0,34,138,0,63,37
2017,350,N,0,0,0,17,9,9,0,9,9,0,6,3
2017,350,R,0,0,0,272,80,186,5,41,231,0,46,34
2017,350,SUM,0,0,0,289,89,195,5,49,239,0,52,37
2017,360,N,0,0,0,198,127,68,3,19,178,0,62,65
2017,360,R,0,0,0,347,172,156,20,23,324,3,86,83
2017,360,SUM,0,0,0,545,299,223,22,42,503,3,148,148
2017,361,N,0,0,0,22,11,11,0,6,16,0,9,3
2017,361,R,0,0,0,47,20,27,0,6,41,0,14,6
2017,361,SUM,0,0,0,69,31,38,0,11,57,0,23,9
2017,362,N,0,0,0,78,33,41,5,14,64,0,26,7
2017,362,R,0,0,0,182,63,108,11,17,165,0,29,34
2017,362,SUM,0,0,0,260,95,148,16,31,228,0,54,41
2017,370,N,0,0,0,14,6,9,0,0,14,0,3,3
2017,370,R,0,0,0,171,46,123,3,9,163,0,20,26
2017,370,SUM,0,0,0,186,51,131,3,9,177,0,23,29
2017,380,N,0,0,0,73,34,37,1,13,60,16,9,10
2017,380,R,0,0,0,735,335,357,44,65,670,222,26,87
2017,380,SUM,0,0,0,808,368,394,46,78,730,237,34,97
2017,388,N,0,0,0,6,6,0,0,6,0,0,3,3
2017,388,R,0,0,0,14,0,14,0,0,14,0,0,0
2017,388,SUM,0,0,0,20,6,14,0,6,14,0,3,3
2017,390,N,0,0,0,63,43,21,0,11,52,0,9,34
2017,390,R,0,0,0,390,172,190,29,14,376,3,75,94
2017,390,SUM,0,0,0,453,214,210,29,26,428,3,83,128
2017,391,N,0,0,0,136,93,37,6,21,115,0,54,40
2017,391,R,0,0,0,705,250,411,44,26,679,3,141,106
2017,391,SUM,0,0,0,841,343,448,50,47,794,3,194,146
2017,392,N,0,0,0,28,23,6,0,9,20,0,6,17
2017,392,R,0,0,0,129,74,48,8,9,121,3,46,26
2017,392,SUM,0,0,0,158,97,53,8,17,141,3,51,43
2017,393,N,0,0,0,154,110,45,0,26,129,0,23,87
2017,393,R,0,0,0,619,206,393,20,43,576,6,74,126
2017,393,SUM,0,0,0,773,316,437,20,68,705,6,97,213
2017,3XX,N,0,0,0,21,15,6,0,5,16,0,5,11
2017,3XX,R,0,0,0,28,9,19,0,0,28,0,6,3
2017,3XX,SUM,0,0,0,49,24,25,0,5,44,0,10,14
2017,400,N,0,0,0,3,0,3,0,0,3,0,0,0
2017,400,R,0,0,0,12,6,3,3,6,6,0,0,6
2017,400,SUM,0,0,0,14,6,6,3,6,9,0,0,6
2017,401,N,0,0,0,12,7,5,0,3,9,0,3,4
2017,401,R,0,0,0,94,23,68,3,5,89,0,5,17
2017,401,SUM,0,0,0,106,30,73,3,8,98,0,8,22
2017,403,N,0,0,0,2,0,2,0,0,2,0,0,0
2017,403,R,0,0,0,3,0,3,0,0,3,0,0,0
2017,403,SUM,0,0,0,5,0,5,0,0,5,0,0,0
2017,404,N,0,0,0,14,14,0,0,3,11,0,0,14
2017,404,R,0,0,0,9,0,9,0,0,9,0,0,0
2017,404,SUM,0,0,0,23,14,9,0,3,20,0,0,14
2017,405,N,0,0,0,3,3,0,0,0,3,0,0,3
2017,405,R,0,0,0,3,3,0,0,0,3,3,0,0
2017,405,SUM,0,0,0,6,6,0,0,0,6,3,0,3
2017,406,N,0,0,0,13,6,8,0,0,13,3,0,3
2017,406,R,0,0,0,0,0,0,0,0,0,0,0,0
2017,406,SUM,0,0,0,13,6,8,0,0,13,3,0,3
2017,410,N,0,0,0,92,46,42,5,47,45,2,12,32
2017,410,R,0,0,0,503,218,264,21,151,351,14,41,163
2017,410,SUM,0,0,0,595,264,306,26,199,396,16,53,195
2017,411,N,0,0,0,95,30,64,0,16,79,0,8,22
2017,411,R,0,0,0,536,175,338,23,96,440,12,36,127
2017,411,SUM,0,0,0,630,205,402,23,112,518,12,44,149
2017,412,N,0,0,0,29,5,22,2,3,26,3,0,2
2017,412,R,0,0,0,195,58,126,11,26,169,0,12,46
2017,412,SUM,0,0,0,225,63,148,14,29,196,3,12,48
2017,413,N,0,0,0,45,43,3,0,11,34,6,26,11
2017,413,R,0,0,0,100,60,37,3,17,83,6,20,35
2017,413,SUM,0,0,0,146,103,40,3,29,117,11,46,46
2017,415,N,0,0,0,3,3,0,0,0,3,0,0,3
2017,415,R,0,0,0,32,17,11,3,3,29,3,9,6
2017,415,SUM,0,0,0,34,20,11,3,3,32,3,9,9
2017,416,N,0,0,0,157,110,41,6,26,132,3,45,62
2017,416,R,0,0,0,249,83,152,14,20,229,9,40,34
2017,416,SUM,0,0,0,406,194,193,20,45,361,12,85,97
2017,417,N,0,0,0,23,6,16,0,4,19,2,0,4
2017,417,R,0,0,0,138,58,71,9,20,118,0,11,47
2017,417,SUM,0,0,0,160,65,87,9,24,137,2,11,51
2017,418,N,0,0,0,25,23,2,0,5,20,0,14,9
2017,418,R,0,0,0,57,25,28,3,6,51,0,17,9
2017,418,SUM,0,0,0,82,48,31,3,11,71,0,31,17
2017,419,N,0,0,0,9,9,0,0,3,6,0,3,6
2017,419,R,0,0,0,32,17,14,0,0,32,6,3,9
2017,419,SUM,0,0,0,40,26,14,0,3,37,6,6,14
2017,420,N,0,0,0,9,6,3,0,6,3,0,6,0
2017,420,R,0,0,0,70,36,32,3,8,62,3,16,17
2017,420,SUM,0,0,0,79,41,34,3,13,65,3,21,17
2017,421,N,0,0,0,21,20,1,0,4,17,0,9,11
2017,421,R,0,0,0,66,29,32,6,3,63,6,6,17
2017,421,SUM,0,0,0,87,49,33,6,7,80,6,14,29
2017,422,N,0,0,0,39,23,17,0,0,39,3,14,3
2017,422,R,0,0,0,203,68,132,3,9,194,3,37,29
2017,422,SUM,0,0,0,242,91,149,3,9,233,6,51,32
2017,423,N,0,0,0,24,17,7,0,6,18,0,6,11
2017,423,R,0,0,0,69,34,29,6,0,69,3,17,14
2017,423,SUM,0,0,0,93,51,36,6,6,87,3,23,26
2017,424,N,0,0,0,0,0,0,0,0,0,0,0,0
2017,424,R,0,0,0,32,32,0,0,3,29,0,3,29
2017,424,SUM,0,0,0,32,32,0,0,3,29,0,3,29
2017,425,N,0,0,0,25,23,0,2,3,22,0,14,9
2017,425,R,0,0,0,61,17,44,0,3,58,0,7,11
2017,425,SUM,0,0,0,86,40,44,2,6,81,0,21,19
2017,426,N,0,0,0,7,5,2,0,0,7,0,0,5
2017,426,R,0,0,0,72,33,39,0,9,63,2,0,31
2017,426,SUM,0,0,0,79,38,41,0,9,71,2,0,36
2017,432,N,0,0,0,25,23,2,0,3,22,3,11,9
2017,432,R,0,0,0,103,60,34,9,9,95,6,29,26
2017,432,SUM,0,0,0,128,83,37,9,11,117,9,40,34
2017,441,N,0,0,0,3,3,0,0,3,0,0,3,0
2017,441,R,0,0,0,48,22,24,3,4,44,0,7,15
2017,441,SUM,0,0,0,51,25,24,3,7,44,0,10,15
2017,442,N,0,0,0,43,40,3,0,3,40,0,9,31
2017,442,R,0,0,0,118,89,27,3,9,110,0,29,60
2017,442,SUM,0,0,0,161,129,29,3,11,149,0,37,91
2017,444,N,0,0,0,28,26,2,0,3,25,0,14,11
2017,444,R,0,0,0,20,3,12,6,0,20,0,3,0
2017,444,SUM,0,0,0,48,28,14,6,3,45,0,17,11
2017,445,N,0,0,0,64,40,22,3,6,59,0,9,31
2017,445,R,0,0,0,277,102,172,3,32,245,6,23,73
2017,445,SUM,0,0,0,341,141,194,6,37,304,6,32,104
2017,446,N,0,0,0,127,82,40,6,17,110,0,34,48
2017,446,R,0,0,0,380,140,220,20,29,351,6,57,74
2017,446,SUM,0,0,0,507,221,260,26,46,461,6,91,122
2017,447,N,0,0,0,48,9,39,0,9,39,0,5,5
2017,447,R,0,0,0,212,74,124,14,38,174,0,8,66
2017,447,SUM,0,0,0,259,83,162,14,47,212,0,12,71
2017,448,N,0,0,0,49,31,15,3,9,40,2,20,9
2017,448,R,0,0,0,110,54,51,5,6,104,2,32,20
2017,448,SUM,0,0,0,158,84,67,8,14,144,4,52,29
2017,449,N,0,0,0,34,14,14,6,3,31,0,6,9
2017,449,R,0,0,0,115,37,69,9,0,115,6,12,20
2017,449,SUM,0,0,0,149,51,83,14,3,146,6,17,29
2017,450,N,0,0,0,3,3,0,0,0,3,0,3,0
2017,450,R,0,0,0,23,6,17,0,3,20,0,3,3
2017,450,SUM,0,0,0,26,9,17,0,3,23,0,6,3
2017,451,N,0,0,0,31,26,6,0,9,23,0,6,20
2017,451,R,0,0,0,46,12,26,9,0,46,0,6,6
2017,451,SUM,0,0,0,77,37,32,9,9,69,0,11,26
2017,452,N,0,0,0,105,68,37,0,13,92,0,34,34
2017,452,R,0,0,0,161,52,95,14,9,152,3,20,29
2017,452,SUM,0,0,0,265,120,131,14,22,243,3,54,63
2017,454,N,0,0,0,31,17,14,0,6,26,3,11,3
2017,454,R,0,0,0,109,34,69,6,9,100,12,6,17
2017,454,SUM,0,0,0,140,51,83,6,14,126,14,17,20
2017,455,N,0,0,0,27,14,11,2,9,19,0,4,10
2017,455,R,0,0,0,136,42,84,10,14,122,0,10,32
2017,455,SUM,0,0,0,163,56,96,12,23,141,0,14,42
2017,471,N,0,0,0,0,0,0,0,0,0,0,0,0
2017,471,R,0,0,0,12,9,0,3,0,12,0,3,6
2017,471,SUM,0,0,0,12,9,0,3,0,12,0,3,6
2017,4XX,N,0,0,0,9,3,6,0,0,9,0,0,3
2017,4XX,R,0,0,0,9,3,6,0,0,9,0,3,0
2017,4XX,SUM,0,0,0,17,6,12,0,0,17,0,3,3
2017,500,N,0,0,0,1,1,0,0,0,1,0,1,0
2017,500,R,0,0,0,75,39,27,9,6,69,12,9,18
2017,500,SUM,0,0,0,76,40,27,9,6,70,12,10,18
2017,502,N,0,0,0,0,0,0,0,0,0,0,0,0
2017,502,R,0,0,0,36,17,16,3,6,30,6,0,11
2017,502,SUM,0,0,0,36,17,16,3,6,30,6,0,11
2017,510W,N,0,0,0,5,0,5,0,2,3,0,0,0
2017,510W,R,0,0,0,8,3,5,0,3,5,0,3,0
2017,510W,SUM,0,0,0,12,3,9,0,5,7,0,3,0
2017,511,N,0,0,0,14,6,9,0,0,14,3,3,0
2017,511,R,0,0,0,48,16,29,3,3,45,3,4,9
2017,511,SUM,0,0,0,62,22,37,3,3,59,6,7,9
